source	target
Enterocyte_RBP2 high	"enteric smooth muscle cell:epithelial cell of small intestine:smooth muscle cell of small intestine:|||:enterocyte:Bm4 B cell:tendon cell:oocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:endothelial cell:neutrophil:heterocyst:nephrocyte:|||:astrocyte:osteocyte:cortical thymic epithelial cell:acinar cell of sebaceous gland"
Enterocyte_RN7SK high	"enteric smooth muscle cell:epithelial cell of large intestine:smooth muscle cell of large intestine:|||:enterocyte:Bm4 B cell:tendon cell:oocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:neutrophil:heterocyst:nephrocyte:endothelial cell:|||:astrocyte:osteocyte:oenocyte:acinar cell of sebaceous gland"
Enterocyte_SELENBP1 high	":|||:enterocyte:Bm4 B cell:tendon cell:oocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:enterocyte of epithelium of duodenal gland:endothelial cell:heterocyst:nephrocyte:|||:neutrophil:osteocyte:astrocyte:pericyte cell"
Enterocyte_SLC26A3 high	"enteric smooth muscle cell:epithelial cell of appendix:smooth muscle cell of cecum:epithelial cell of large intestine:|||:enterocyte:Bm4 B cell:tendon cell:oocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:endothelial cell:heterocyst:neutrophil:nephrocyte:|||:Langerhans cell:astrocyte:osteocyte:sebum secreting cell"
Enteroendocrine cell	enteric smooth muscle cell:smooth muscle cell of small intestine:epithelial cell of small intestine:|||:endocrine cell:enteroendocrine cell:type EC2 enteroendocrine cell:type M enteroendocrine cell:|||:enteroendocrine cell:cartwheel heterochromatin:gamma-delta intraepithelial T cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:P enteroendocrine cell:neuroendocrine cell:P/D1 enteroendocrine cell:type L enteroendocrine cell
Eosinophil	"mesodermal cell:vascular associated smooth muscle cell:|||:eosinophil:acidophilic cytoplasm:band form eosinophil:basophil:|||:eosinophil:cartwheel heterochromatin:precursor B cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mature eosinophil:immature eosinophil:eosinophil progenitor cell:mammotroph"
Ependymal cell	ectodermal cell:leptomeningeal cell:neural cell:neuronal stem cell:|||:pigmented ciliary epithelial cell:ependymal cell:ependymoglial cell:Kolmer-Agduhr neuron:|||:ependymal cell:cartwheel heterochromatin:transitional stage B cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:epidermal cell:peridermal cell:endodermal cell:animal cell
Epithelial cell	endothelial cell of artery:smooth muscle cell of the internal thoracic artery:smooth muscle cell of the subclavian artery:|||:epithelial cell:olfactory epithelial cell:barrier epithelial cell:keratinizing barrier epithelial cell:|||:epithelial cell:cartwheel heterochromatin:transitional stage B cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:adepithelial cell:myoepithelial cell:meso-epithelial cell:ecto-epithelial cell
Epithelial cell_CCL21 high	"epicardial adipocyte:mesodermal cell:primordial germ cell:primitive red blood cell:|||:epithelial cell:glial cell:adepithelial cell:mammary gland epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epithelial cell of lung:epidermal cell:myoepithelial cell:epithelial cell of large intestine:|||:Kolmer-Agduhr neuron:type G enteroendocrine cell:parafollicular cell:Feyrter cell"
Epithelial cell_CCNB1 high	"adrenal medulla chromaffin cell:|||:epithelial cell:adepithelial cell:lens epithelial cell:epithelial cell of lung:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epidermal cell:epithelial cell of large intestine:myoepithelial cell:epithelial cell of thymus:|||:glial cell:Kolmer-Agduhr neuron:Feyrter cell:type N enteroendocrine cell"
Epithelial cell_CD24 high	"Leydig cell:seminiferous tubule epithelial cell:primordial germ cell:primitive red blood cell:|||:epithelial cell:glial cell:adepithelial cell:mammary gland epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epidermal cell:epithelial cell of lung:myoepithelial cell:epithelial cell of thymus:|||:Kolmer-Agduhr neuron:Feyrter cell:type G enteroendocrine cell:type N enteroendocrine cell"
Epithelial cell_CLCA1 high	"adrenal medulla chromaffin cell:|||:epithelial cell:adepithelial cell:glial cell:epithelial cell of lung:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epidermal cell:myoepithelial cell:epithelial cell of large intestine:epithelial cell of amnion:|||:Kolmer-Agduhr neuron:type D enteroendocrine cell:type G enteroendocrine cell:Feyrter cell"
Epithelial cell_CYSTM1 high	"Leydig cell:seminiferous tubule epithelial cell:primordial germ cell:primitive red blood cell:|||:epithelial cell:glial cell:adepithelial cell:mammary gland epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epithelial cell of stomach:epidermal cell:epithelial cell of lung:epithelial melanocyte:|||:Kolmer-Agduhr neuron:parafollicular cell:T cell:M cell of gut"
Epithelial cell_EDN1 high	"adrenal medulla chromaffin cell:|||:epithelial cell:adepithelial cell:lens epithelial cell:epithelial cell of lung:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epidermal cell:myoepithelial cell:epithelial cell of appendix:epithelial cell of thymus:|||:glial cell:Kolmer-Agduhr neuron:parafollicular cell:nodal myocyte"
Epithelial cell_FABP1 high	"gastric goblet cell:mucous cell of stomach:|||:epithelial cell:glial cell:adepithelial cell:Kolmer-Agduhr neuron:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epidermal cell:epithelial cell of lung:epithelial cell of appendix:epithelial cell of cervix:|||:Feyrter cell:type N enteroendocrine cell:B cell:parafollicular cell"
Epithelial cell_HP high	"gastric goblet cell:mucous cell of stomach:|||:epithelial cell:glial cell:adepithelial cell:Kolmer-Agduhr neuron:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epidermal cell:epithelial cell of lung:myoepithelial cell:epithelial cell of amnion:|||:Feyrter cell:type N enteroendocrine cell:type G enteroendocrine cell:B cell"
Epithelial cell_IGFBP5 high	"gastric goblet cell:mucous cell of stomach:|||:epithelial cell:glial cell:adepithelial cell:epithelial cell of thymus:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epidermal cell:epithelial cell of lung:epithelial cell of esophagus:epithelial cell of amnion:|||:Kolmer-Agduhr neuron:type N enteroendocrine cell:myoepithelial cell:B cell"
Epithelial cell_ITLN high	"epicardial adipocyte:mesodermal cell:primordial germ cell:primitive red blood cell:|||:epithelial cell:glial cell:adepithelial cell:mammary gland epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epithelial cell of lung:epidermal cell:epithelial cell of skin gland:myoepithelial cell:|||:Kolmer-Agduhr neuron:type D enteroendocrine cell:type G enteroendocrine cell:M cell of gut"
Epithelial cell_KRT13 high	"ciliated epithelial cell of esophagus:epithelial cell of stratum germinativum of esophagus:|||:epithelial cell:glial cell:adepithelial cell:Kolmer-Agduhr neuron:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epithelial cell of lung:epithelial cell of urethra:epidermal cell:myoepithelial cell:|||:type G enteroendocrine cell:M cell of gut:nodal myocyte:Feyrter cell"
Epithelial cell_KRT14 high	"ciliated epithelial cell of esophagus:epithelial cell of stratum germinativum of esophagus:|||:epithelial cell:glial cell:adepithelial cell:Kolmer-Agduhr neuron:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epidermal cell:epithelial cell of urethra:epithelial cell of lung:myoepithelial cell:|||:type G enteroendocrine cell:M cell of gut:nodal myocyte:Feyrter cell"
Epithelial cell_KRT16 high	"ciliated epithelial cell of esophagus:epithelial cell of stratum germinativum of esophagus:|||:epithelial cell:glial cell:adepithelial cell:Kolmer-Agduhr neuron:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epithelial cell of lung:epithelial cell of urethra:epidermal cell:myoepithelial cell:|||:type N enteroendocrine cell:T cell:M cell of gut:type G enteroendocrine cell"
Epithelial cell_KRT17 high	"ciliated epithelial cell of esophagus:epithelial cell of stratum germinativum of esophagus:|||:epithelial cell:glial cell:adepithelial cell:Kolmer-Agduhr neuron:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epithelial cell of urethra:epidermal cell:epithelial cell of lung:myoepithelial cell:|||:type G enteroendocrine cell:M cell of gut:type N enteroendocrine cell:B cell"
Epithelial cell_KRT4 high	"ciliated epithelial cell of esophagus:epithelial cell of stratum germinativum of esophagus:|||:epithelial cell:glial cell:adepithelial cell:Kolmer-Agduhr neuron:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epidermal cell:epithelial cell of urethra:epithelial cell of lung:myoepithelial cell:|||:T cell:parafollicular cell:M cell of gut:type N enteroendocrine cell"
Epithelial cell_KRT7 high	"ciliated epithelial cell of esophagus:epithelial cell of stratum germinativum of esophagus:|||:epithelial cell:glial cell:adepithelial cell:Kolmer-Agduhr neuron:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epidermal cell:epithelial cell of urethra:epithelial cell of lung:myoepithelial cell:|||:T cell:parafollicular cell:M cell of gut:type N enteroendocrine cell"
Epithelial cell_MMP10 high	"epithelial cell of tracheobronchial tree:epithelial cell of lower respiratory tract:mesodermal cell:tracheal goblet cell:|||:epithelial cell:tracheal epithelial cell:adepithelial cell:glial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epidermal cell:epithelial cell of lung:myoepithelial cell:epithelial cell of esophagus:|||:Kolmer-Agduhr neuron:type G enteroendocrine cell:type N enteroendocrine cell:parafollicular cell"
Epithelial cell_MMP7 high	"ciliated epithelial cell of esophagus:epithelial cell of stratum germinativum of esophagus:|||:epithelial cell:glial cell:adepithelial cell:Kolmer-Agduhr neuron:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epidermal cell:epithelial cell of lung:myoepithelial cell:epithelial cell of esophagus:|||:parafollicular cell:M cell of gut:nodal myocyte:type G enteroendocrine cell"
Epithelial cell_MT1G high	"adrenal medulla chromaffin cell:|||:epithelial cell:adepithelial cell:glial cell:lens epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epithelial cell of lung:epidermal cell:myoepithelial cell:epithelial cell of amnion:|||:Kolmer-Agduhr neuron:T cell:Feyrter cell:type N enteroendocrine cell"
Epithelial cell_MT1L high	"Leydig cell:seminiferous tubule epithelial cell:primordial germ cell:primitive red blood cell:|||:epithelial cell:glial cell:adepithelial cell:Kolmer-Agduhr neuron:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epithelial cell of lung:epidermal cell:myoepithelial cell:epithelial cell of esophagus:|||:nodal myocyte:type D enteroendocrine cell:M cell of gut:type N enteroendocrine cell"
Epithelial cell_NR4A2 high	"Leydig cell:seminiferous tubule epithelial cell:primordial germ cell:primitive red blood cell:|||:epithelial cell:glial cell:adepithelial cell:Kolmer-Agduhr neuron:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epithelial cell of lung:epidermal cell:epithelial cell of pancreas:myoepithelial cell:|||:parafollicular cell:type G enteroendocrine cell:type D enteroendocrine cell:M cell of gut"
Epithelial cell_PLA2G2A high	"epithelial cell of lung:pneumocyte:mesothelial cell of visceral pleura:epithelial cell of lower respiratory tract:|||:epithelial cell:glial cell:lens epithelial cell:adepithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epidermal cell:epithelial cell of parathyroid gland:epithelial cell of large intestine:myoepithelial cell:|||:Kolmer-Agduhr neuron:T cell:type D enteroendocrine cell:type N enteroendocrine cell"
Epithelial cell_S100A2 high	"epithelial cell of lung:pneumocyte:mesothelial cell of visceral pleura:epithelial cell of lower respiratory tract:|||:epithelial cell:glial cell:lens epithelial cell:adepithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epidermal cell:epithelial cell of stomach:epithelial cell of sweat gland:myoepithelial cell:|||:Kolmer-Agduhr neuron:Feyrter cell:type D enteroendocrine cell:type G enteroendocrine cell"
Epithelial cell_SCGB3A1 high	"epithelial cell of alimentary canal:endothelial cell of hepatic sinusoid:mesodermal cell:intrahepatic cholangiocyte:|||:epithelial cell:glial cell:adepithelial cell:Kolmer-Agduhr neuron:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:urothelial cell of trigone of urinary bladder:epithelial cell of stomach:epithelial cell of lung:epidermal cell:|||:type N enteroendocrine cell:Feyrter cell:T cell:M cell of gut"
Epithelial cell_TM4SF4 high	"epithelial cell of alimentary canal:endothelial cell of hepatic sinusoid:mesodermal cell:intrahepatic cholangiocyte:|||:epithelial cell:glial cell:adepithelial cell:Kolmer-Agduhr neuron:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epithelial cell of lung:epidermal cell:epithelial cell of thymus:epithelial cell of esophagus:|||:type G enteroendocrine cell:type D enteroendocrine cell:parafollicular cell:B cell"
Epithelial cell_TPPP3 high	"epithelial cell of prostatic acinus:epithelial cell of prostatic duct:basal epithelial cell of prostatic duct:luminal epithelial cell of prostatic duct:|||:epithelial cell:adepithelial cell:glial cell:epithelial cell of lung:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epidermal cell:epithelial cell of appendix:myoepithelial cell:epithelial cell of cervix:|||:Kolmer-Agduhr neuron:type G enteroendocrine cell:parafollicular cell:T cell"
